Voter,Constituency,PollingStation,Candidate
v5556,Teosa,p7,VinayDeshpande
v5557,Teosa,p8,AmareshKakkar
v5558,Chembur,p32,NOTA
v5559,Baglan,p27,DiptenduNamboothiri
v5560,Baglan,p29,NOTA
v5561,Kaij,p16,ChaitanSharma
v5562,Mukhed,p36,NawalTandon
v5563,Niphad,p2,NOTA
v5564,Hingna,p24,HiranyaKhatri
v5565,Teosa,p7,RajAsan
v5566,Mahad,p44,LakshmanPillai
v5567,Niphad,p4,ChidambarPanicker
v5568,Baglan,p25,UrmilaBhat
v5569,Teosa,p9,AmareshKakkar
v5570,Hingna,p23,BaijayantiJain
v5571,Teosa,p8,BhagwantiPatel
v5572,Karanja,p48,AnalMalik
v5573,Kaij,p17,AnaghBanerjee
v5574,Karanja,p45,NavinGupta
v5575,Mahad,p40,LakshmanPillai
v5576,Ulhasnagar,p10,DhanapatiKhan
v5577,Ulhasnagar,p13,AnamikaPilla
v5578,Karanja,p48,AnalMalik
v5579,Ulhasnagar,p10,DeeptenduMenon
v5580,Karanja,p47,PoornimaTalwar
v5581,Hingna,p20,ShardaAdiga
v5582,Mahad,p43,NOTA
v5583,Mahad,p41,LakshmanPillai
v5584,Mukhed,p35,NawalTandon
v5585,Kaij,p18,NOTA
v5586,Teosa,p6,TarunDesai
v5587,Teosa,p5,NOTA
v5588,Teosa,p9,AmareshKakkar
v5589,Teosa,p8,TarunDesai
v5590,Teosa,p9,NOTA
v5591,Mukhed,p38,UditGill
v5592,Chembur,p32,VedaNaik
v5593,Niphad,p2,KamaVarma
v5594,Kaij,p18,ChaitanSharma
v5595,Baglan,p26,UrmilaBhat
v5596,Karanja,p45,NOTA
v5597,Hingna,p20,NOTA
v5598,Baglan,p27,NOTA
v5599,Niphad,p4,PranBanerjee
v5600,Niphad,p0,PranBanerjee
v5601,Mukhed,p36,NOTA
v5602,Hingna,p20,BaijayantiJain
v5603,Hingna,p20,NOTA
v5604,Karanja,p45,AnalMalik
v5605,Karanja,p45,AnalMalik
v5606,Kaij,p16,NOTA
v5607,Hingna,p22,ShardaAdiga
v5608,Teosa,p6,RajAsan
v5609,Teosa,p5,TarunDesai
v5610,Teosa,p8,TarunDesai
v5611,Kaij,p18,NOTA
v5612,Mukhed,p35,BhaaswarMarar
v5613,Teosa,p8,RageshwariNaik
v5614,Chembur,p30,SanyaKaniyar
v5615,Chembur,p33,VedaNaik
v5616,Teosa,p7,RageshwariNaik
v5617,Teosa,p6,AmareshKakkar
v5618,Chembur,p31,ChandramohanAhuja
v5619,Mukhed,p38,NawalTandon
v5620,Ulhasnagar,p13,NOTA
v5621,Mukhed,p39,NOTA
v5622,Chembur,p34,DinakarShah
v5623,Karanja,p47,PoornimaTalwar
v5624,Chembur,p31,DinakarShah
v5625,Chembur,p30,VedaNaik
v5626,Chembur,p31,VedaNaik
v5627,Teosa,p6,KamalaSaini
v5628,Mahad,p42,BhishamGandhi
v5629,Mahad,p41,NOTA
v5630,Teosa,p5,RajAsan
v5631,Karanja,p47,PoornimaTalwar
v5632,Chembur,p30,DinakarShah
v5633,Niphad,p4,ChidambarPanicker
v5634,Ulhasnagar,p10,SwaraIyer
v5635,Mahad,p43,LakshmanPillai
v5636,Ulhasnagar,p12,BhavesChaturvedi
v5637,Kaij,p15,NOTA
v5638,Karanja,p49,NavinGupta
v5639,Hingna,p22,NOTA
v5640,Teosa,p8,VinayDeshpande
v5641,Teosa,p5,TarunDesai
v5642,Karanja,p45,NOTA
v5643,Ulhasnagar,p14,DeeptenduMenon
v5644,Mahad,p42,AmritaJha
v5645,Ulhasnagar,p11,AnamikaPilla
v5646,Ulhasnagar,p10,DhanapatiKhan
v5647,Mukhed,p38,NawalTandon
v5648,Karanja,p45,SwarnalataJoshi
v5649,Karanja,p46,SwarnalataJoshi
v5650,Mahad,p44,LakshmanPillai
v5651,Baglan,p29,KanakPandey
v5652,Chembur,p31,SanyaKaniyar
v5653,Kaij,p15,NOTA
v5654,Baglan,p29,DiptenduNamboothiri
v5655,Mahad,p42,AmritaJha
v5656,Mahad,p44,BhishamGandhi
v5657,Teosa,p7,BhagwantiPatel
v5658,Baglan,p26,UrmilaBhat
v5659,Ulhasnagar,p13,BhavesChaturvedi
v5660,Baglan,p29,NOTA
v5661,Kaij,p19,NOTA
v5662,Chembur,p30,SanyaKaniyar
v5663,Niphad,p1,NOTA
v5664,Teosa,p8,NOTA
v5665,Mahad,p41,LakshmanPillai
v5666,Mukhed,p35,UditGill
v5667,Ulhasnagar,p10,SwaraIyer
v5668,Baglan,p25,KanakPandey
v5669,Teosa,p7,NOTA
v5670,Hingna,p23,ShardaAdiga
v5671,Teosa,p9,TarunDesai
v5672,Mahad,p41,AmritaJha
v5673,Teosa,p6,AmareshKakkar
v5674,Karanja,p46,PoornimaTalwar
v5675,Niphad,p0,ChidambarPanicker
v5676,Mukhed,p36,BhaaswarMarar
v5677,Hingna,p21,BaijayantiJain
v5678,Chembur,p32,VedaNaik
v5679,Mahad,p42,AmritaJha
v5680,Ulhasnagar,p14,SwaraIyer
v5681,Ulhasnagar,p10,MeghnadPrajapat
v5682,Karanja,p49,NOTA
v5683,Mahad,p40,BhishamGandhi
v5684,Hingna,p20,NOTA
v5685,Mahad,p42,BhishamGandhi
v5686,Teosa,p9,VinayDeshpande
v5687,Ulhasnagar,p10,NOTA
v5688,Karanja,p45,AnalMalik
v5689,Chembur,p31,ChandramohanAhuja
v5690,Karanja,p45,AnalMalik
v5691,Niphad,p1,KamaVarma
v5692,Hingna,p22,NOTA
v5693,Hingna,p21,BaijayantiJain
v5694,Mahad,p43,AmritaJha
v5695,Chembur,p31,DinakarShah
v5696,Niphad,p1,NOTA
v5697,Hingna,p20,NOTA
v5698,Chembur,p30,DinakarShah
v5699,Mahad,p42,LakshmanPillai
v5700,Kaij,p18,ChaitanSharma
v5701,Teosa,p8,TarunDesai
v5702,Baglan,p28,NOTA
v5703,Baglan,p27,NOTA
v5704,Hingna,p21,ShardaAdiga
v5705,Ulhasnagar,p10,AnamikaPilla
v5706,Teosa,p5,NOTA
v5707,Niphad,p4,NOTA
v5708,Hingna,p20,BaijayantiJain
v5709,Mahad,p42,LakshmanPillai
v5710,Mukhed,p39,BhaaswarMarar
v5711,Kaij,p17,ChaitanSharma
v5712,Chembur,p32,VedaNaik
v5713,Kaij,p19,NOTA
v5714,Karanja,p45,NOTA
v5715,Mahad,p42,NOTA
v5716,Kaij,p15,AnaghBanerjee
v5717,Karanja,p49,NOTA
v5718,Karanja,p47,SwarnalataJoshi
v5719,Chembur,p30,VedaNaik
v5720,Niphad,p2,PranBanerjee
v5721,Hingna,p22,BaijayantiJain
v5722,Niphad,p0,KamaVarma
v5723,Hingna,p20,BaijayantiJain
v5724,Karanja,p47,NavinGupta
v5725,Mukhed,p38,NawalTandon
v5726,Ulhasnagar,p12,DhanapatiKhan
v5727,Karanja,p46,NavinGupta
v5728,Baglan,p28,NOTA
v5729,Mukhed,p39,UditGill
v5730,Baglan,p25,NOTA
v5731,Baglan,p29,KanakPandey
v5732,Mukhed,p35,NawalTandon
v5733,Baglan,p25,UrmilaBhat
v5734,Mukhed,p39,BhooshitDwivedi
v5735,Mukhed,p35,BhooshanKaniyar
v5736,Karanja,p45,NavinGupta
v5737,Ulhasnagar,p12,NOTA
v5738,Kaij,p15,ChaitanSharma
v5739,Hingna,p20,HiranyaKhatri
v5740,Mahad,p44,NOTA
v5741,Baglan,p28,KanakPandey
v5742,Ulhasnagar,p10,AnamikaPilla
v5743,Hingna,p20,BaijayantiJain
v5744,Karanja,p46,AnalMalik
v5745,Chembur,p31,ChandramohanAhuja
v5746,Teosa,p7,RajAsan
v5747,Karanja,p45,NOTA
v5748,Hingna,p24,HiranyaKhatri
v5749,Hingna,p24,NOTA
v5750,Niphad,p3,KamaVarma
v5751,Teosa,p9,RageshwariNaik
v5752,Niphad,p1,KamaVarma
v5753,Karanja,p46,NOTA
v5754,Baglan,p25,NOTA
v5755,Hingna,p23,BaijayantiJain
v5756,Hingna,p22,HiranyaKhatri
v5757,Ulhasnagar,p13,AnamikaPilla
v5758,Karanja,p45,AnalMalik
v5759,Ulhasnagar,p11,AnamikaPilla
v5760,Karanja,p46,PoornimaTalwar
v5761,Niphad,p0,PranBanerjee
v5762,Hingna,p20,HiranyaKhatri
v5763,Mahad,p43,NOTA
v5764,Ulhasnagar,p12,DhanapatiKhan
v5765,Chembur,p30,DinakarShah
v5766,Karanja,p48,SwarnalataJoshi
v5767,Mukhed,p35,BhooshanKaniyar
v5768,Niphad,p3,ChidambarPanicker
v5769,Kaij,p18,ChaitanSharma
v5770,Mukhed,p38,BhooshanKaniyar
v5771,Teosa,p9,BhagwantiPatel
v5772,Baglan,p28,DiptenduNamboothiri
v5773,Mahad,p41,LakshmanPillai
v5774,Karanja,p49,AnalMalik
v5775,Niphad,p2,NOTA
v5776,Kaij,p15,NOTA
v5777,Ulhasnagar,p10,DeeptenduMenon
v5778,Kaij,p15,ChaitanSharma
v5779,Ulhasnagar,p14,MeghnadPrajapat
v5780,Chembur,p30,DinakarShah
v5781,Hingna,p24,ShardaAdiga
v5782,Baglan,p27,DiptenduNamboothiri
v5783,Chembur,p31,NOTA
v5784,Hingna,p22,BaijayantiJain
v5785,Niphad,p3,KamaVarma
v5786,Chembur,p30,DinakarShah
v5787,Chembur,p31,DinakarShah
v5788,Mahad,p41,LakshmanPillai
v5789,Kaij,p18,ChaitanSharma
v5790,Chembur,p32,DinakarShah
v5791,Mukhed,p39,NawalTandon
v5792,Baglan,p29,NOTA
v5793,Karanja,p47,NOTA
v5794,Kaij,p17,ChaitanSharma
v5795,Mukhed,p35,NOTA
v5796,Baglan,p27,NOTA
v5797,Kaij,p19,NOTA
v5798,Baglan,p26,KanakPandey
v5799,Mahad,p42,AmritaJha
v5800,Kaij,p17,NOTA
v5801,Kaij,p17,ChaitanSharma
v5802,Niphad,p3,NOTA
v5803,Hingna,p23,HiranyaKhatri
v5804,Baglan,p28,NOTA
v5805,Mahad,p40,LakshmanPillai
v5806,Mahad,p40,AmritaJha
v5807,Niphad,p0,PranBanerjee
v5808,Kaij,p19,AnaghBanerjee
v5809,Baglan,p28,UrmilaBhat
v5810,Mahad,p44,AmritaJha
v5811,Mahad,p42,LakshmanPillai
v5812,Mahad,p41,NOTA
v5813,Ulhasnagar,p10,AnamikaPilla
v5814,Kaij,p15,ChaitanSharma
v5815,Chembur,p30,NOTA
v5816,Hingna,p20,HiranyaKhatri
v5817,Hingna,p20,HiranyaKhatri
v5818,Niphad,p4,KamaVarma
v5819,Karanja,p45,NOTA
v5820,Mahad,p42,BhishamGandhi
v5821,Mukhed,p38,NOTA
v5822,Teosa,p8,BhagwantiPatel
v5823,Mukhed,p37,UditGill
v5824,Mahad,p43,NOTA
v5825,Mukhed,p36,NawalTandon
v5826,Mahad,p42,BhishamGandhi
v5827,Mahad,p40,LakshmanPillai
v5828,Teosa,p7,AmareshKakkar
v5829,Teosa,p9,BhagwantiPatel
v5830,Baglan,p26,DiptenduNamboothiri
v5831,Hingna,p22,HiranyaKhatri
v5832,Teosa,p9,NOTA
v5833,Chembur,p33,NOTA
v5834,Ulhasnagar,p10,NOTA
v5835,Baglan,p28,NOTA
v5836,Chembur,p31,NOTA
v5837,Chembur,p31,ChandramohanAhuja
v5838,Mahad,p44,AmritaJha
v5839,Baglan,p28,KanakPandey
v5840,Baglan,p25,UrmilaBhat
v5841,Ulhasnagar,p12,BhavesChaturvedi
v5842,Karanja,p46,SwarnalataJoshi
v5843,Baglan,p29,DiptenduNamboothiri
v5844,Karanja,p46,AnalMalik
v5845,Karanja,p45,PoornimaTalwar
v5846,Karanja,p47,PoornimaTalwar
v5847,Mukhed,p36,BhaaswarMarar
v5848,Kaij,p15,ChaitanSharma
v5849,Kaij,p16,AnaghBanerjee
v5850,Hingna,p20,HiranyaKhatri
v5851,Karanja,p47,SwarnalataJoshi
v5852,Niphad,p1,KamaVarma
v5853,Baglan,p25,KanakPandey
v5854,Mukhed,p38,BhooshanKaniyar
v5855,Karanja,p45,AnalMalik
v5856,Hingna,p21,HiranyaKhatri
v5857,Ulhasnagar,p13,AnamikaPilla
v5858,Mahad,p43,AmritaJha
v5859,Teosa,p5,AmareshKakkar
v5860,Hingna,p24,ShardaAdiga
v5861,Baglan,p27,KanakPandey
v5862,Mahad,p41,BhishamGandhi
v5863,Kaij,p17,NOTA
v5864,Baglan,p27,UrmilaBhat
v5865,Mukhed,p37,BhooshitDwivedi
v5866,Hingna,p24,ShardaAdiga
v5867,Kaij,p15,ChaitanSharma
v5868,Kaij,p16,ChaitanSharma
v5869,Mukhed,p36,NawalTandon
v5870,Niphad,p0,ChidambarPanicker
v5871,Teosa,p9,AmareshKakkar
v5872,Kaij,p19,AnaghBanerjee
v5873,Karanja,p49,NavinGupta
v5874,Ulhasnagar,p10,BhavesChaturvedi
v5875,Ulhasnagar,p13,AnamikaPilla
v5876,Chembur,p33,ChandramohanAhuja
v5877,Baglan,p28,KanakPandey
v5878,Mahad,p43,LakshmanPillai
v5879,Mukhed,p35,NOTA
v5880,Karanja,p49,NavinGupta
v5881,Mahad,p44,BhishamGandhi
v5882,Baglan,p28,UrmilaBhat
v5883,Ulhasnagar,p14,MeghnadPrajapat
v5884,Mukhed,p35,BhaaswarMarar
v5885,Ulhasnagar,p14,NOTA
v5886,Mahad,p40,LakshmanPillai
v5887,Niphad,p1,NOTA
v5888,Kaij,p17,AnaghBanerjee
v5889,Teosa,p6,TarunDesai
v5890,Teosa,p9,AmareshKakkar
v5891,Baglan,p26,UrmilaBhat
v5892,Karanja,p49,NavinGupta
v5893,Mukhed,p38,UditGill
v5894,Niphad,p4,PranBanerjee
v5895,Mukhed,p36,UditGill
v5896,Karanja,p46,NOTA
v5897,Mukhed,p38,BhooshitDwivedi
v5898,Hingna,p24,BaijayantiJain
v5899,Karanja,p46,SwarnalataJoshi
v5900,Karanja,p46,NOTA
v5901,Karanja,p48,SwarnalataJoshi
v5902,Chembur,p33,DinakarShah
v5903,Ulhasnagar,p11,MeghnadPrajapat
v5904,Kaij,p17,NOTA
v5905,Niphad,p3,PranBanerjee
v5906,Niphad,p2,PranBanerjee
v5907,Niphad,p3,KamaVarma
v5908,Baglan,p26,UrmilaBhat
v5909,Chembur,p34,DinakarShah
v5910,Ulhasnagar,p10,DeeptenduMenon
v5911,Mahad,p42,LakshmanPillai
v5912,Kaij,p15,ChaitanSharma
v5913,Chembur,p32,NOTA
v5914,Hingna,p20,HiranyaKhatri
v5915,Ulhasnagar,p14,DhanapatiKhan
v5916,Chembur,p34,ChandramohanAhuja
v5917,Chembur,p33,DinakarShah
v5918,Niphad,p2,KamaVarma
v5919,Chembur,p33,NOTA
v5920,Baglan,p29,DiptenduNamboothiri
v5921,Niphad,p2,KamaVarma
v5922,Karanja,p49,AnalMalik
v5923,Kaij,p18,ChaitanSharma
v5924,Baglan,p27,DiptenduNamboothiri
v5925,Mahad,p42,LakshmanPillai
v5926,Teosa,p5,RajAsan
v5927,Karanja,p45,AnalMalik
v5928,Karanja,p49,AnalMalik
v5929,Baglan,p27,UrmilaBhat
v5930,Niphad,p3,KamaVarma
v5931,Hingna,p24,HiranyaKhatri
v5932,Mukhed,p35,BhaaswarMarar
v5933,Baglan,p26,DiptenduNamboothiri
v5934,Ulhasnagar,p13,BhavesChaturvedi
v5935,Hingna,p20,BaijayantiJain
v5936,Mahad,p44,NOTA
v5937,Mahad,p42,BhishamGandhi
v5938,Niphad,p4,ChidambarPanicker
v5939,Ulhasnagar,p11,NOTA
v5940,Niphad,p3,PranBanerjee
v5941,Chembur,p34,SanyaKaniyar
v5942,Niphad,p4,ChidambarPanicker
v5943,Teosa,p8,BhagwantiPatel
v5944,Mukhed,p36,BhooshanKaniyar
v5945,Teosa,p6,AmareshKakkar
v5946,Karanja,p47,SwarnalataJoshi
v5947,Mahad,p40,AmritaJha
v5948,Ulhasnagar,p11,MeghnadPrajapat
v5949,Chembur,p32,NOTA
v5950,Mahad,p41,NOTA
v5951,Hingna,p20,ShardaAdiga
v5952,Karanja,p49,PoornimaTalwar
v5953,Mukhed,p35,NawalTandon
v5954,Baglan,p28,KanakPandey
v5955,Teosa,p5,KamalaSaini
v5956,Niphad,p0,KamaVarma
v5957,Baglan,p29,NOTA
v5958,Mahad,p43,BhishamGandhi
v5959,Niphad,p4,NOTA
v5960,Teosa,p9,RageshwariNaik
v5961,Mahad,p40,BhishamGandhi
v5962,Chembur,p30,ChandramohanAhuja
v5963,Karanja,p48,NOTA
v5964,Chembur,p34,DinakarShah
v5965,Chembur,p31,VedaNaik
v5966,Ulhasnagar,p10,SwaraIyer
v5967,Mahad,p44,LakshmanPillai
v5968,Karanja,p47,NOTA
v5969,Chembur,p30,NOTA
v5970,Baglan,p28,KanakPandey
v5971,Ulhasnagar,p12,MeghnadPrajapat
v5972,Kaij,p16,NOTA
v5973,Hingna,p20,ShardaAdiga
v5974,Niphad,p4,NOTA
v5975,Mukhed,p39,BhaaswarMarar
v5976,Mukhed,p38,BhaaswarMarar
v5977,Ulhasnagar,p13,MeghnadPrajapat
v5978,Chembur,p33,ChandramohanAhuja
v5979,Niphad,p3,ChidambarPanicker
v5980,Mukhed,p36,BhooshanKaniyar
v5981,Chembur,p32,DinakarShah
v5982,Kaij,p17,AnaghBanerjee
v5983,Baglan,p26,UrmilaBhat
v5984,Ulhasnagar,p13,AnamikaPilla
v5985,Baglan,p29,UrmilaBhat
v5986,Hingna,p22,NOTA
v5987,Mukhed,p35,BhooshanKaniyar
v5988,Chembur,p34,NOTA
v5989,Baglan,p29,NOTA
v5990,Niphad,p0,NOTA
v5991,Chembur,p31,SanyaKaniyar
v5992,Baglan,p29,UrmilaBhat
v5993,Baglan,p26,UrmilaBhat
v5994,Chembur,p32,ChandramohanAhuja
v5995,Hingna,p22,HiranyaKhatri
v5996,Kaij,p17,ChaitanSharma
v5997,Mukhed,p35,BhooshitDwivedi
v5998,Chembur,p30,ChandramohanAhuja
v5999,Mukhed,p39,BhooshitDwivedi
v6000,Niphad,p2,NOTA
v6001,Teosa,p8,TarunDesai
v6002,Niphad,p0,NOTA
v6003,Mahad,p42,NOTA
v6004,Niphad,p0,ChidambarPanicker
v6005,Niphad,p3,ChidambarPanicker
v6006,Mukhed,p36,NOTA
v6007,Chembur,p30,VedaNaik
v6008,Chembur,p30,VedaNaik
v6009,Baglan,p28,KanakPandey
v6010,Baglan,p27,DiptenduNamboothiri
v6011,Baglan,p25,NOTA
v6012,Chembur,p31,NOTA
v6013,Niphad,p2,ChidambarPanicker
v6014,Mukhed,p37,NOTA
v6015,Mukhed,p37,NOTA
v6016,Karanja,p47,PoornimaTalwar
v6017,Karanja,p45,NavinGupta
v6018,Ulhasnagar,p11,SwaraIyer
v6019,Hingna,p24,BaijayantiJain
v6020,Mukhed,p39,NawalTandon
v6021,Kaij,p16,ChaitanSharma
v6022,Baglan,p25,KanakPandey
v6023,Mahad,p40,BhishamGandhi
v6024,Ulhasnagar,p12,AnamikaPilla
v6025,Mahad,p44,NOTA
v6026,Ulhasnagar,p14,NOTA
v6027,Baglan,p27,UrmilaBhat
v6028,Baglan,p26,NOTA
v6029,Mahad,p44,BhishamGandhi
v6030,Karanja,p47,PoornimaTalwar
v6031,Mahad,p44,NOTA
v6032,Niphad,p3,NOTA
v6033,Baglan,p26,UrmilaBhat
v6034,Mahad,p41,AmritaJha
v6035,Teosa,p5,KamalaSaini
v6036,Ulhasnagar,p11,SwaraIyer
v6037,Karanja,p48,SwarnalataJoshi
v6038,Mahad,p40,NOTA
v6039,Hingna,p20,HiranyaKhatri
v6040,Niphad,p4,NOTA
v6041,Karanja,p46,AnalMalik
v6042,Karanja,p47,NavinGupta
v6043,Teosa,p6,NOTA
v6044,Ulhasnagar,p10,DhanapatiKhan
v6045,Teosa,p7,NOTA
v6046,Mukhed,p37,BhooshitDwivedi
v6047,Kaij,p16,AnaghBanerjee
v6048,Teosa,p9,RajAsan
v6049,Ulhasnagar,p11,MeghnadPrajapat
v6050,Baglan,p29,KanakPandey
v6051,Mukhed,p36,BhaaswarMarar
v6052,Chembur,p32,DinakarShah
v6053,Mahad,p44,AmritaJha
v6054,Niphad,p3,NOTA
v6055,Hingna,p24,BaijayantiJain
v6056,Mahad,p40,AmritaJha
v6057,Mukhed,p36,BhooshitDwivedi
v6058,Mahad,p42,NOTA
v6059,Mahad,p43,AmritaJha
v6060,Niphad,p1,KamaVarma
v6061,Mukhed,p38,NOTA
v6062,Kaij,p18,NOTA
v6063,Mukhed,p39,NOTA
v6064,Teosa,p8,RageshwariNaik
v6065,Mahad,p42,AmritaJha
v6066,Chembur,p33,SanyaKaniyar
v6067,Hingna,p23,ShardaAdiga
v6068,Baglan,p26,KanakPandey
v6069,Mukhed,p37,NOTA
v6070,Baglan,p26,KanakPandey
v6071,Mukhed,p35,BhooshitDwivedi
v6072,Niphad,p3,PranBanerjee
v6073,Karanja,p49,NavinGupta
v6074,Karanja,p48,NavinGupta
v6075,Hingna,p20,HiranyaKhatri
v6076,Teosa,p8,AmareshKakkar
v6077,Niphad,p0,NOTA
v6078,Teosa,p8,VinayDeshpande
v6079,Kaij,p15,ChaitanSharma
v6080,Karanja,p46,AnalMalik
v6081,Chembur,p32,ChandramohanAhuja
v6082,Niphad,p4,KamaVarma
v6083,Baglan,p27,NOTA
v6084,Karanja,p49,AnalMalik
v6085,Teosa,p9,RajAsan
v6086,Niphad,p1,NOTA
v6087,Hingna,p22,BaijayantiJain
v6088,Baglan,p25,DiptenduNamboothiri
v6089,Niphad,p0,PranBanerjee
v6090,Kaij,p15,AnaghBanerjee
v6091,Kaij,p17,ChaitanSharma
v6092,Niphad,p2,ChidambarPanicker
v6093,Hingna,p22,ShardaAdiga
v6094,Mukhed,p36,NOTA
v6095,Mukhed,p39,NawalTandon
v6096,Mukhed,p35,BhooshitDwivedi
v6097,Teosa,p7,RageshwariNaik
v6098,Chembur,p30,SanyaKaniyar
v6099,Chembur,p31,ChandramohanAhuja
v6100,Hingna,p23,BaijayantiJain
v6101,Chembur,p31,ChandramohanAhuja
v6102,Baglan,p28,DiptenduNamboothiri
v6103,Kaij,p17,ChaitanSharma
v6104,Niphad,p0,KamaVarma
v6105,Karanja,p46,NavinGupta
v6106,Mukhed,p37,BhooshitDwivedi
v6107,Mukhed,p35,BhooshanKaniyar
v6108,Karanja,p45,SwarnalataJoshi
v6109,Ulhasnagar,p12,NOTA
v6110,Ulhasnagar,p12,NOTA
v6111,Chembur,p31,VedaNaik
v6112,Karanja,p46,SwarnalataJoshi
v6113,Teosa,p7,TarunDesai
v6114,Baglan,p26,DiptenduNamboothiri
v6115,Mukhed,p36,NawalTandon
v6116,Niphad,p1,KamaVarma
v6117,Baglan,p25,KanakPandey
v6118,Niphad,p2,NOTA
v6119,Teosa,p9,TarunDesai
v6120,Karanja,p48,PoornimaTalwar
v6121,Karanja,p47,PoornimaTalwar
v6122,Baglan,p29,DiptenduNamboothiri
v6123,Mukhed,p38,BhooshanKaniyar
v6124,Kaij,p16,NOTA
v6125,Hingna,p23,HiranyaKhatri
v6126,Mukhed,p37,BhaaswarMarar
v6127,Teosa,p9,RajAsan
v6128,Teosa,p6,KamalaSaini
v6129,Chembur,p32,ChandramohanAhuja
v6130,Mahad,p44,LakshmanPillai
v6131,Mukhed,p35,NawalTandon
v6132,Mahad,p43,AmritaJha
v6133,Baglan,p28,NOTA
v6134,Hingna,p23,NOTA
v6135,Chembur,p31,VedaNaik
v6136,Niphad,p4,PranBanerjee
v6137,Mukhed,p37,NawalTandon
v6138,Chembur,p31,NOTA
v6139,Mahad,p44,AmritaJha
v6140,Niphad,p1,NOTA
v6141,Kaij,p19,ChaitanSharma
v6142,Baglan,p28,UrmilaBhat
v6143,Hingna,p21,BaijayantiJain
v6144,Karanja,p47,SwarnalataJoshi
v6145,Mukhed,p38,NOTA
v6146,Mahad,p41,NOTA
v6147,Chembur,p32,DinakarShah
v6148,Chembur,p31,SanyaKaniyar
v6149,Kaij,p19,NOTA
v6150,Niphad,p1,ChidambarPanicker
v6151,Mukhed,p38,UditGill
v6152,Mukhed,p36,NawalTandon
v6153,Ulhasnagar,p10,BhavesChaturvedi
v6154,Mahad,p40,BhishamGandhi
v6155,Kaij,p15,NOTA
v6156,Baglan,p25,DiptenduNamboothiri
v6157,Kaij,p17,NOTA
v6158,Chembur,p32,ChandramohanAhuja
v6159,Hingna,p20,ShardaAdiga
v6160,Teosa,p5,RajAsan
v6161,Ulhasnagar,p10,AnamikaPilla
v6162,Chembur,p30,ChandramohanAhuja
v6163,Chembur,p31,SanyaKaniyar
v6164,Niphad,p3,ChidambarPanicker
v6165,Teosa,p5,KamalaSaini
v6166,Ulhasnagar,p10,DhanapatiKhan
v6167,Baglan,p25,NOTA
v6168,Niphad,p4,ChidambarPanicker
v6169,Ulhasnagar,p13,DhanapatiKhan
v6170,Baglan,p28,DiptenduNamboothiri
v6171,Hingna,p22,BaijayantiJain
v6172,Mukhed,p38,BhooshanKaniyar
v6173,Baglan,p25,NOTA
v6174,Chembur,p33,VedaNaik
v6175,Baglan,p29,NOTA
v6176,Mukhed,p39,BhooshanKaniyar
v6177,Hingna,p21,NOTA
v6178,Kaij,p15,AnaghBanerjee
v6179,Baglan,p25,NOTA
v6180,Niphad,p1,KamaVarma
v6181,Baglan,p25,UrmilaBhat
v6182,Mukhed,p38,BhooshanKaniyar
v6183,Karanja,p48,SwarnalataJoshi
v6184,Mukhed,p36,BhooshanKaniyar
v6185,Teosa,p8,TarunDesai
v6186,Baglan,p28,UrmilaBhat
v6187,Chembur,p31,DinakarShah
v6188,Ulhasnagar,p12,AnamikaPilla
v6189,Mukhed,p37,BhooshanKaniyar
v6190,Ulhasnagar,p11,DeeptenduMenon
v6191,Teosa,p9,NOTA
v6192,Mukhed,p36,BhaaswarMarar
v6193,Ulhasnagar,p11,NOTA
v6194,Niphad,p1,NOTA
v6195,Hingna,p24,BaijayantiJain
v6196,Hingna,p22,NOTA
v6197,Ulhasnagar,p14,AnamikaPilla
v6198,Hingna,p22,ShardaAdiga
v6199,Mukhed,p38,BhooshitDwivedi
v6200,Hingna,p23,HiranyaKhatri
v6201,Mahad,p44,NOTA
v6202,Teosa,p6,NOTA
v6203,Baglan,p26,NOTA
v6204,Teosa,p5,TarunDesai
v6205,Hingna,p23,HiranyaKhatri
v6206,Chembur,p34,NOTA
v6207,Karanja,p45,AnalMalik
v6208,Mahad,p41,NOTA
v6209,Mukhed,p35,UditGill
v6210,Baglan,p28,KanakPandey
v6211,Teosa,p9,RajAsan
v6212,Karanja,p49,SwarnalataJoshi
v6213,Mukhed,p37,BhooshitDwivedi
v6214,Chembur,p32,SanyaKaniyar
v6215,Teosa,p5,TarunDesai
v6216,Karanja,p48,PoornimaTalwar
v6217,Mahad,p42,NOTA
v6218,Hingna,p20,NOTA
v6219,Niphad,p0,PranBanerjee
v6220,Niphad,p3,ChidambarPanicker
v6221,Karanja,p48,PoornimaTalwar
v6222,Baglan,p26,NOTA
v6223,Baglan,p28,DiptenduNamboothiri
v6224,Mukhed,p36,BhooshanKaniyar
v6225,Niphad,p1,ChidambarPanicker
v6226,Teosa,p6,NOTA
v6227,Mukhed,p36,BhooshitDwivedi
v6228,Kaij,p17,ChaitanSharma
v6229,Hingna,p20,BaijayantiJain
v6230,Kaij,p18,AnaghBanerjee
v6231,Niphad,p1,KamaVarma
v6232,Mahad,p41,NOTA
v6233,Baglan,p27,NOTA
v6234,Baglan,p26,DiptenduNamboothiri
v6235,Mukhed,p37,UditGill
v6236,Niphad,p2,NOTA
v6237,Kaij,p17,ChaitanSharma
v6238,Baglan,p27,KanakPandey
v6239,Mahad,p44,BhishamGandhi
